SRC	TRG
that is new a shop which opened last week .	c est un nouveau magasin qui a ouvert la semaine derniere .
what are some foods you usually eat with a spoon ?	quels sont les aliments que tu manges habituellement avec une cuillere ?
experience is what we get when we do not get what we want .	l experience est ce qu on acquiert quand on n obtient pas ce qu on veut .
the robber aimed his gun at the police officer .	le voleur a braque son arme a feu sur l officier de police .
what age was she when she first drove a car ?	quel age avait elle lorsqu elle conduisit une voiture pour la premiere fois ?
there are signs of growing tensions between the two countries .	il y a des signes de tension grandissante entre les deux pays .
this is the most comfortable chair i have ever sat in .	c est chaise la plus confortable dans laquelle je me sois jamais assis .
the fruit is similar to an orange in shape and to a pineapple in taste .	ce fruit est similaire a une orange par sa forme et a un ananas par son gout .
she was kind enough to accompany me to the station .	elle a eu la gentillesse de m accompagner a la gare .
we have less than five minutes to evacuate the whole building .	nous disposons de moins de cinq minutes pour evacuer le batiment .
is there any way you can un shrink a t shirt that has shrunk ?	existe t il un moyen de remettre en etat un t shirt qui a retreci ?
when i was years old , i thought that when i would be , my life would be cool .	quand j avais ans je pensais que quand j en aurais ma vie serait cool .
a poor school record will count against you when you look for a job .	un mauvais parcours scolaire jouera contre toi quand tu chercheras un travail .
if you are not with us then you are against us .	si vous n etes pas avec nous alors vous etes contre nous .
are you still mad at me ? no , not at all .	 tu es toujours en colere contre moi ? non pas du tout . 
when we entered the shack , we saw a half eaten pie on the table .	en entrant dans la cabane nous vimes une tarte a moitie mangee sur la table .
the fog soon blurred out the figure of a man walking in front of him .	le brouillard estompa bientot la silhouette d un homme qui marchait devant lui .
i am certain there are many other things we could do .	je suis sur qu il y a beaucoup d autres choses que l on pourrait faire .
he always leaves the window open when he sleeps .	il laisse toujours la fenetre ouverte quand il dort .
he is as smart as any other boy in the class .	il est aussi intelligent que n importe quel autre garcon de la classe .
there must be a way to cross the river .	il doit y avoir un moyen de traverser la riviere .
he cried as if he were a boy of six .	il a pleure comme s il etait un enfant de six ans .
due to the worsening weather , the departure was delayed .	en raison de la degradation des conditions meteorologiques le depart fut retarde .
are you angry at me ? you bet i am !	 tu es en colere contre moi ? tu parles que je le suis ! 
a bird can glide through the air without moving its wings .	un oiseau peut planer dans les airs sans bouger ses ailes .
i am afraid i will not finish the report on time .	je crains de ne pas finir le rapport dans les delais .
tom remembered that mary and john had tried to kill him .	tom se rappela que mary et john avaient essaye de le tuer .
i will be ok as long as i stay awake , will not i ?	ca ira tant que je reste debout non ?
it is wise to save money for a rainy day .	il est sage d economiser de l argent pour des jours difficiles .
tom is going to be a good soccer player someday .	tom deviendra un jour un bon joueur de football .
i can show you where it is . it is not far from here .	je peux vous montrer ou c est . ce n est pas loin d ici .
i do not know where i put my cell phone .	je ne sais pas ou j ai pose mon telephone portable .
there is no need to take his advice if you do not want to .	il n est pas necessaire de prendre conseil aupres de lui si tu ne veux pas .
the government appointed a committee to investigate the accident .	le gouvernement designa une commission pour enqueter sur l accident .
every day i either ride a bike or get the bus to work .	tous les jours je me rends au travail soit en velo soit en bus .
tom works at one of the most popular restaurants in town .	tom travaille dans l un des restaurants les plus populaires de la ville .
it will not be the first time tom has been late .	ca ne sera pas la premiere fois que tom est en retard .
she has a bad habit of chewing on her pencil .	elle a la mauvaise habitude de macher son crayon .
she was born with a silver spoon in her mouth .	elle est nee avec une cuillere en argent dans la bouche .
i cannot decide whether to do that or not .	je n arrive pas a decider si je dois le faire ou pas .
i stopped off at osaka on my way to tokyo .	en route pour tokyo j ai fait une halte a osaka .
tom seems to be about to ask another question .	tom semble etre sur le point de poser une autre question .
he never believes in paying any more for a thing than is necessary .	il ne croit jamais devoir payer plus pour une chose qu il n est necessaire .
it was one of the most rewarding experiences of my life .	ce furent les experiences les plus gratifiantes de ma vie .
since i did not know what to do , i asked him for advice .	comme je ne savais quoi faire je lui ai demande conseil .
i wonder whether tom could help us solve this problem .	je me demande si tom pourrait nous aider a resoudre ce probleme .
at last , spring has come to this part of japan .	enfin le printemps est arrive dans cette partie du japon .
it is not like you are going to get arrested or anything .	tu ne vas pas te faire arreter ou quelque chose comme ca !
i need you to show me what you have in your bag .	j ai besoin que tu me montres ce que tu as dans ton sac .
when mary was a child , her family was very poor .	quand marie etait une enfant sa famille etait tres pauvre .
is there anyone here who can explain that is going on ?	est ce que quelqu un ici peut expliquer ce qui se passe ?
